Name,Price,Seller,Image
Laptop HP Victus 16-d0293TX 5Z9R4PA i5-11400H | 8GB | 512GB |RTX 3050Ti 4GB |144Hz Hàng chính hãng,27990000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/d7/ca/e4/e635ccb5dd4bddb515f363d74905a798.jpg
Laptop HP Pavilion 15-eg2062TX 7C0W7PA i5-1235U | 8GB | 512GB | MX550 2GB | 15.6' | W11 Hàng chính hãng,21390000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/d3/ff/81/380c0f45e3ff305c964b0f42a057ba22.jpg
Laptop HP Victus 15-fa0108TX 7C0X0PA i7-12700H | 16GB | 512GB | RTX 3050Ti 4GB | 15.6' FHD Hàng chính hãng,39990000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/92/a1/d2/a0a1cce1f4fe0bda451d8ab8e70dd588.jpg
Laptop Acer Aspire 7 A715-43G-R8GA(R5-5625U|8GB|512GB|GeForce RTX3050 4GB|15.6' FHD144Hz |W11 Hàng chính hãng,19600000,GIA DỤNG VIỆT,https://salt.tikicdn.com/cache/280x280/ts/product/f9/b7/f5/d90936690ed47a6d4ff30732eff1e3a3.jpg
Sạc dành cho Laptop Gaming MSI Katana GF66 11SC GF66 11UC 11UC-453 11UC-1091 GF66 11UD,850000,Laptop Minh Hà,https://salt.tikicdn.com/cache/280x280/ts/product/01/48/50/e257afd2d72c88a83fdac830475eb5ef.jpg
Laptop HP 240 G8 6L1A1PA (i3-1115G4 | 8GB | 256GB | Intel UHD Graphics | 14' FHD | Win 11) Hàng chính hãng,11090000,HP HCH STORE,https://salt.tikicdn.com/cache/280x280/ts/product/3d/71/0d/c75dde9edd3b019a12bab2f0e79bf820.jpg
Sạc dành cho Laptop Gaming Acer Nitro 5/ 7 AN517-52-52T3 AN715-51 AN715-52 ,850000,Laptop Minh Hà,https://salt.tikicdn.com/cache/280x280/ts/product/4f/0b/b1/c3e0d32e5164d642038ef0b209c60342.jpg
Sạc cho laptop Dell Gaming Inspiron 7567 Adapter 19.5V-6.7A,480000,Big Store,https://salt.tikicdn.com/cache/280x280/ts/product/78/f3/5f/6a42fd64fc8a9cc0148fa5b8228c8542.jpg
Sạc cho Laptop Gaming Asus ROG Strix SCAR II GL504GV GL504GS GL504GM - 230W,1289998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/eb/30/da/27c2295ea02ce3c03e95ac6de9d90cac.jpg
Laptop Gigabyte G5 GE-51VN263SH (i5-12500H | 8GB | 512GB | GeForce RTX 3050 4GB | 15.6' FHD 144Hz | Win 11) Hàng chính hãng,24990000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/d7/69/a0/03ad16e13fb7630355a5962c44bb3449.jpg
Màn hình máy tính Tomko T2721F 27 inch Full 3 viền IPS 75Hz (HDMI+VGA+DC) - siêu rẻ siêu chất lượng - Hàng chính hãng,2762100,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/dc/56/c7/f342925f27e4884e577ee8548befc6ec.png
Sạc dành cho Laptop Gaming ACER Predator Helios 300 PH315-52 - Hàng Nhập Khẩu ,850000,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/c9/cd/d2/fd44ab4a5829238c4fcc5354d1f4510a.jpg
Laptop Gigabyte G5 ME-51VN263SH (i5-12500H | 8GB | 512GB | GeForce RTX 3050Ti 4GB | 15.6' FHD 144Hz | Win 11) Hàng chính hãng,26490000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/e5/db/c5/d4281c06a235ca5d0f1a99b758db65dd.jpg
Màn hình máy tính Tomko T2421F 24 inch full viền IPS 75Hz – Siêu chất lượng - Hàng Chính Hãng Tomko,2318300,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/9c/49/a2/db09a9245663375ee0b3c823d93a550c.png
Laptop HP Victus 16-d1193TX 7C138PA (i5-12500H | 8GB | 512GB | GeForce RTX 3050 4GB | 16.1' FHD 144Hz | Win 11) Hàng chính hãng,27690000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/83/8e/32/771a8396343e8168581fbf77919019b4.jpg
"Máy tính xách tay SingPC M16i31082 (ntelCore i3-10110U, 8GB, SSD 256GB, 15.6 inch FHD, LAN, Wifi, Bluetooth, Free Dos) Hàng chính hãng",13500000,SingPC Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/46/ab/f4/eb01a666c89318e3a209a678b25bb0da.jpg
Sạc dành cho Laptop Gaming Asus ROG Strix SCAR II GL504 GL504GS-ES025T GL504GM-ES044T Gunmetal Aluminum  ,1289998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/e1/97/68/26ae89280eb76cef7ab7394a12b0076b.jpg
Laptop HP Victus 16-e1105AX (7C0T0PA) (R5-6600H | 16GB | 512GB | GeForce RTX 3050Ti 4GB | 16.1' FHD 144Hz | Win 11)- Hàng chính hãng,23390000,HP HCH STORE,https://salt.tikicdn.com/cache/280x280/ts/product/6d/be/f9/1629d55462de7906062fe84dec1f38c6.jpg
Laptop Acer Nitro5 Tiger AN515-58-769J(i7-12700H|8GB|512GB|RTX3050 4GB|15.6' FHD 144Hz|W11 Hàng chính hãng,29900000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/2e/63/0e/4cfd1e7a6f02fdf48c52573ddcc37976.jpg
Laptop HP Pavilion 15-eg2065TX 7C0Q3PA i5-1235U | 8GB | 256GB | MX550 2GB | 15.6' FHD Hàng chính hãng,20390000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/04/bd/af/1b35da99ce75df80240e17c3e6136f19.jpg
Laptop HP Pavilion 15-eg2063TX 7C0Q2PA i5-1235U | 8GB | 512GB | MX550 2GB | 15.6' FHD Hàng chính hãng,21390000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/3d/2b/90/d0c768c3757f973acf75b5b3481a9d49.jpg
Laptop HP Victus 15-fa0111TX 7C0R4PA (i5-12500H | 16GB | 512GB | GeForce RTX 3050Ti 4GB | 15.6' FHD 144Hz | Win 11) Hàng chính hãng,29290000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/bc/09/8d/6df73cf3e86529ebe57155532f28d636.jpg
Màn hình K-Vision 27 inch cong IPS tràn viền 75Hz mới - HÀNG CHÍNH HÃNG,2609300,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/07/81/17/5547beaf13828d22a21ba6752a17e148.png
Sạc dành cho Laptop Gaming ACER Predator Helios 300 PH315-52,794978,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/26/30/7b/10efc1124561c1507ebd2fb0ba73fd83.jpg
Laptop HP VICTUS 16-e1107AX 7C140PA R5-6600H | 8GB | 512GB |RTX 3050 4GB | 16.1' 144Hz Hàng chính hãng,25490000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/26/df/43/b22bc0ec164988e02473fe0e57b095f6.jpg
Sạc dành cho Laptop Gaming MSI MS-17FS GL66 GF76 WF76 Sword AC Power Adapter 180W 20V 9A,1049999,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/c0/71/37/d9e51706b1650c7938c3865f2d455567.jpg
Laptop HP Pavilion X360 14-ek0130TU 7C0P5PA i3-1215U | 8GB | 256GB | 14' Touch Hàng chính hãng,17390000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/c1/e4/ea/ff00af77a2cbd611a8183502b7509994.jpg
Sạc dành cho Laptop Dell Gaming G5 15 5500,889999,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/7c/62/9e/0b05c30a511ce4a1850d58977d8f0c00.jpg
Laptop HP Victus 15-fa0108TX 7C0X0PA i7-12700H | 16GB | 512GB | RTX 3050Ti 4GB | 15.6' FHD 144Hz | Win 11 Hàng chính hãng,28490000,HP HCH STORE,https://salt.tikicdn.com/cache/280x280/ts/product/f8/38/6c/b3771df0566c4aa16a51536f9aaa9fed.jpg
Màn hình máy tính 32 inch 2KTomko T3232Q Tần số quét 75HZ Tấm nền IPS - Hàng chính hãng,4258300,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/0f/4d/a2/30ee28bc69186194dac4290303154f43.png
Màn hình K-vison 24 inch GM241VNG độ phân giải FUll HD 1920x1080 - Chống Lóa - Tần số 165Hz - Hàng Chính Hãng,2813000,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/f7/9f/fc/7878722f75fb1daa2afcdbf995d861c2.png
Sạc cho Laptop Gaming MSI GP72MVR 7RFX Leopard Pro 180W - Hàng Nhập Khẩu New Seal,879646,MISUFUJl OFFICIAL STORE,https://salt.tikicdn.com/cache/280x280/ts/product/3d/ec/a9/abf57698a01bcd90918b9c3803fca309.jpg
"Laptop Acer Nitro Gaming AN515-58-769J i7 12700H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win11 - Hàng Chính Hãng",27565000,Ben Computer,https://salt.tikicdn.com/cache/280x280/ts/product/83/4d/72/98604bb4e11ac677bece857080aa39de.jpeg
Bàn phím dành cho Laptop Dell Inspiron Gaming 15-7559 LED đỏ,523449,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/3b/af/c1/101525feb7d46a8baf702ec5f576fd30.jpg
Màn Hình TOMKO LIVE STREAM 27 INCH 2K T2721QQ 27 Inch – Tấm nền IPS / 75HZ / 2560 x 1440 QHD (Quad HD) - Màn Hình GAMING - Hàng chính hãng,4636600,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/94/30/81/38e4331880e231099597bd935c247cfe.jpg
Sạc dành cho Laptop Gaming Asus FX705 FX705DD FX705DT FX705DU G531GT,789998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/3c/97/72/afb78519d8a10f9c3dac27bdaf9e153e.jpg
Màn hình K-vison 24 inch độ phân giải FUll HD 1920x1080 - Chống Lóa - Tần số 75Hz - Hàng Chính Hãng,1930300,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/e3/83/d5/be9a8dee73b67b0719ca41054a1984de.png
Pin dành cho Laptop DELL Inspiron 15 G3 3579 Gaming mã 33YDH,1049998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/7d/0a/dd/3a459c72b3741131b4ed4006acd5848b.jpg
Sạc cho Laptop Gaming Acer Aspire 7 A715-71G A715-72G A715-74G - 135W,594940,Vua linh kiện laptop,https://salt.tikicdn.com/cache/280x280/ts/product/ac/4d/fc/d2008aeb3947ad8c0007f81b59868492.jpg
Sạc dành cho Laptop Gaming MSI Steath 15M,849998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/2d/31/2b/efe5a4bcfba9cdc788aa10087856cf08.jpg
"Balô máy tính xách tay Gigabyte Gaming Backbag 17"" inch Hàng chính hãng",590000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/b5/ac/ea/d9b86316f16e07fd952084bfef6f4780.jpg
Sạc dành cho Laptop Asus Gaming ROG X571 F571 X571GD  F571GD-BQ319T F571GT-BQ266T,750000,Laptop Minh Hà,https://salt.tikicdn.com/cache/280x280/ts/product/63/4c/44/6aa4d2595e99dc91748b66b4fe6a6879.jpg
Sạc 240W dành cho Laptop Gaming ASUS ROG Zephyrus Duo 15 GX551 GX551QM GX550LXS GX550LWS-XS79,1290000,Laptop Minh Hà,https://salt.tikicdn.com/cache/280x280/ts/product/31/c7/3a/e5920cdc0ee7247d3e281f8b8e798cd7.jpg
"Máy tính xách tay HP VICTUS Gaming 16-e1107AX (7C140PA)/ đen/ AMD Ryzen 5 6600H (up to 4.5GHz,19MB)/ RAM 8GB/ 512GB SSD/ NVIDIA Geforce RTX 3050 4GB/ 16.1 Inch FHD 144Hz/ Win 11H/ 1Yr - Hàng chính hãng",21209000,HP Flagship Ben Computer Store,https://salt.tikicdn.com/cache/280x280/ts/product/a8/47/99/be4ca395df1c3460326033056606f9ca.jpg
Sạc dành cho Laptop Asus TUF Gaming FX505 FX505D FX505DU FX505DT AC Adapter - 150W ,744998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/cf/df/bf/d8d5e73ccd4c935d179415718a551c2b.jpg
Sạc dành cho Laptop Gaming Acer Nitro 5 AN515-54 AN515-51 AN515-53 AN515-43 AN515-41,849998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/26/30/7b/3fc846efcfde0becb4da9be235910463.jpg
Pin dành cho Laptop HP Pavilion Gaming 15-cx0177TX 15-cx0178TX 15-cx0179TX  15-cx0182TX ,1079998,Vua linh kiện laptop,https://salt.tikicdn.com/cache/280x280/ts/product/06/da/ad/5685cdcf233acb28646a816678e78aff.jpg
Sạc cho laptop Dell Gaming Inspiron 7567 Adapter 19.5V-6.7A - Hàng Nhập khẩu,625900,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/b3/99/a0/2ccfb46c4577ea61bf63dc639db6e1f4.jpg
"Acer Nitro AN515 57 71VV i7 11800H/8GB/512GB/4GB RTX3050/15.6""F/144Hz/Win11/(NH.QENSV.005)/Đen - Hàng chính hãng",25264000,Ben Computer,https://salt.tikicdn.com/cache/280x280/ts/product/4e/08/9b/0b4fdee3b00555c6f39d4e50d85b6bf6.jpg
"Sạc cho Laptop Gaming Acer Nitro 5 AN515-52, AN515-52-5425, AN515-52-51LW, AN515-52-75FT ",599000,TIN HỌC THÀNH NHÂN,https://salt.tikicdn.com/cache/280x280/ts/product/d0/51/2c/d2561829b41b6aacbc4cd3536dbee5cd.jpg
Sạc (Adapter for) dành cho Laptop Gaming Gigabyte G5 MD-51US123SH GIGABYTE Aero 15 SERIES,1289999,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/94/15/00/c0deeb4b8ce309ef56ef1adfe08c7f93.jpg
"Màn hình chuyên Gaming K-Vision Cong 27 inch ,Tràn viền , 165hz - IPS - FHD , Hàng chính hãng - Bảo hành 24 Tháng",3653100,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/d7/b6/f0/3f542406b2a85e4d327887bd2a9e1a22.jpg
Bàn phím cơ Coputa Bàn phím máy tính laptop gaming mini Full LED Rainbow T60,435000,Coputa,https://salt.tikicdn.com/cache/280x280/ts/product/0c/72/0b/e5a3c734a82e728e08273b188253d558.jpg
MÀN HÌNH CONG FULL VIỀN K-vison 24 inch -MÀU TRẮNG -  FUll HD 1920x1080 - Chống Lóa - Tần số 75Hz - Hàng Chính Hãng,1970100,Âu Cơ Store,https://salt.tikicdn.com/cache/280x280/ts/product/56/3c/c5/96daf40ed874939f06641cc10765d560.png
Sạc cho Laptop Gaming MSI GS63 Stealth 8RD 150W,849998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/bd/06/04/340efd5588557be25907ade798da861f.jpg
Sạc dành cho Laptop HP VICTUS 16 16-E Series 16-E0514NA Gaming Laptop Charger Adapter 150W 19.5V 7.7A,1049999,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/e3/b8/96/460d55354e33f1295c7ab2045259df8a.jpg
Bàn phím cơ Coputa bàn phím máy tính gaming laptop mini full LED 61 phím có dây K620,508257,Coputa,https://salt.tikicdn.com/cache/280x280/ts/product/72/ec/af/e5e2ec7332bb6c1c57bc0328dfed24ca.jpg
Sạc dành cho Laptop ASUS ROG Tuf Zephyrus G14 G15 Gaming 20V-9A 180W,889998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/77/e4/a0/e278894b10ab9a18699c675ba7f10f5c.jpg
Sạc dành cho Laptop ASUS TUF Gaming F17 FX706HM ADP-200JB D 200W 20V 10A AC Adapter,1049999,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/b6/f1/97/eae593176b7619f2840cc2c82d040801.jpg
PX2 Wireless Mouse Rechargeable Metal Silent for PC Laptop Gaming Desktop,403000,Magideal,https://salt.tikicdn.com/cache/280x280/ts/product/76/e7/76/80da10df474ccf8a71fac580288028e7.jpg
BALO LAPTOP GAMING 15.6 & 17.3 - ROG,329000,Gearvngaming,https://salt.tikicdn.com/cache/280x280/ts/product/c8/8c/b3/00f6e05de8b986dd1275dff41ab6acc3.jpg
Sạc dành cho Laptop ASUS TUF Gaming A15 2021 TUF Gaming F15 2021 200W Charger ADP-200JB D AC Adapter,1049999,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/b6/f1/97/3cec0356031591514a8f8e00bbab938a.jpg
Sạc cho Laptop Asus TUF Gaming A15 FA506II-AL016t - 150W 20V 7.5A,749998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/3c/97/72/d20a961d50c0ab3dfeda736df30bf628.jpg
Pin dành cho Laptop DELL Inspiron 15 G3 3579 Gaming mã 33YDH - Hàng Nhập Khẩu ,1019900,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/d1/55/0c/781eebe225a1d2424883473df75e022d.jpg
Laptop HP VICTUS 15-fa0110TX 7C0R3PA i7-12700H | 8GB | 512GB |RTX 3050 4GB | 15.6' 144Hz Hàng chính hãng,30490000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/8f/f5/99/c54e9be809130e307ce78e72bbbdec11.jpg
Laptop HP Victus 16-e1104AX 7C0S9PA R7-6800H | 8GB | 512GB |RTX 3050 4GB | 16.1' 144Hz Hàng chính hãng,29290000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/16/74/dc/e1d43892c16d8ba795bc94892481062a.jpg
Laptop HP Victus 16-e0168AX 4R0U6PA R7-5800H | 8GB | 512GB |RTX 3050Ti 4GB | 144Hz W11 Hàng chính hãng,29990000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/2d/16/3f/931d96b56606a75683164a948bfd75cd.jpg
Laptop HP Victus 16-d1193TX 7C138PA (i5-12500H | 8GB | 512GB | GeForce RTX 3050 4GB | 16.1' FHD 144Hz | Win 11) Hàng chính hãng,23290000,HP HCH STORE,https://salt.tikicdn.com/cache/280x280/ts/product/7b/9f/2c/3ce3ab262e3bf1c310ce58b0ea9e1b21.jpg
Sạc cho laptop Dell Gaming Inspiron 15 7559 Adapter 19.5V-6.7A - Hàng Nhập Khẩu New Seal,604336,MISUFUJl OFFICIAL STORE,https://salt.tikicdn.com/cache/280x280/ts/product/34/53/30/370b3e2e9c7f86ede493405bc4861a39.jpg
"Máy tính xách tay HP VICTUS Gaming 16-e1105AX (7C0T0PA)/ Performance blue/ AMD Ryzen 5 6600H (up to 4.5GHz,19MB)/ RAM 16GB/ 512GB SSD/ NVIDIA Geforce RTX 3050Ti 4GB/ 16.1 Inch 144Hz FHD/ Win 11H/ 1Yr - Hàng chính hãng",26374000,HP Flagship Ben Computer Store,https://salt.tikicdn.com/cache/280x280/ts/product/c4/d4/26/46a0ab46232d28faf0258313141183ed.jpg
Sạc dành cho laptop Lenovo Legion Gaming Y540 15IRH - Hàng Nhập Khẩu - Sản phẩm mới 100%,754582,MSmart Offical,https://salt.tikicdn.com/cache/280x280/ts/product/54/1c/7e/6610ab9351df7725d71b531af0a71085.jpg
Pin dùng cho Laptop DELL Inspiron 15 G3 3579 Gaming mã 33YDH - Hàng Nhập Khẩu New Seal,1024546,MISUFUJl OFFICIAL STORE,https://salt.tikicdn.com/cache/280x280/ts/product/d7/7d/6f/2b3706999d32d90da11b33a572e1edd8.jpg
Laptop Gigabyte A5 K1-AVN1030SB (R5-5600H | 8GB | 512GB | GeForce RTX 3060 6GB | Win 11) Hàng chính hãng,22990000,Hangchinhhieu(TP.HCM),https://salt.tikicdn.com/cache/280x280/ts/product/15/ed/cd/374e292683b23a8be7ce8e0bb4e0bbb1.jpg
Laptop HP Victus 16-e1104AX 7C0S9PA (R7-6800H | 8GB | 512GB | GeForce RTX 3050 4GB | 16.1' FHD 144Hz | Win 11) Hàng chính hãng,24790000,HP HCH STORE,https://salt.tikicdn.com/cache/280x280/ts/product/28/a7/1d/eec7af30e91a9d768849de8f0527674d.jpg
"Sạc dành cho Laptop Asus HERO GL503VD, Asus HERO GL503VM - BLACK ROG - Gaming ",649998,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/59/93/0a/faf8378af05c53e8e3928b86f85f7f0b.jpg
Laptop Acer Nitro 5 Eagle AN515-57-54MV i5-11400H 8GB 512GB GeForce RTX 3050 4GB 15.6' FHD 144Hz Hàng chính hãng,23520000,GIA DỤNG VIỆT,https://salt.tikicdn.com/cache/280x280/ts/product/6d/be/3f/ea000c8142b64aef3209ddae5826727e.jpg
"Sạc dành cho Laptop Lenovo Legion 7 Gen 6 16"" Gaming SA10R16956 charger 300W 20V 15A",1489999,Đạt Khang Network,https://salt.tikicdn.com/cache/280x280/ts/product/dc/31/22/73f295e345c145c7f56917b19e97dec6.jpg
